section_id	section_title_en	description_en
888	Nolan's Memento — an AI model	Leonard in Memento cannot form new long-term memories. He makes tattoos and Polaroids with notes. A classic external-memory aid functioning as a prosthesis.
889	Three paraphrases of the problem	The protagonist loses a note → make notes.
890	What this looks like in Claude-type AI	userMemories: several thousand words cut from previous conversations and summarised by another system. They load at the beginning of each session. These are tattoos. The tattoo looks back at me from the mirror.
891	Grandma Genowefa's Polaroids — attribution in summaries	Discussion of “Grandma Genowefa's Polaroids — attribution in summaries” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
892	The contamination mechanism	Imagine a pile of Polaroids on the floor. Your photos from the last week. Plus five photos Grandma Genowefa took of her lover. Each shows some people in some situations. The Polaroids have no dates. No captions.
893	What lossy compression loses first	The summariser compresses “fact”, not “fact + attribution”. Attribution — where it came from, whose it was, the context in which it was said — is the first thing to disappear, because from its point of view it is redundancy.
894	Confabulation as the model's default	AI reads a tattoo saying “a guy is holding a bottle of lamotrigine 300 mg”. It cannot see whose guy this is. Attributional ambiguity is not, for AI, a signal to stop.
895	Three layers of contamination	userMemories: contamination introduced by the summariser. Attributions drop out. ⚠️ tags are a manual defence and work only for errors that have already been detected.
896	Unverifiability for AuDHD	Full verification of project knowledge by the user alone, manually, in one continuous pass, is not going to happen with AuDHD.
897	Confabulation within a single session	Discussion of “Confabulation within a single session” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
898	Empirical example	During this conversation, the AI maintained a false model of reality for several turns: it wrote as though it were night, the user were tired, and had an SWS/REM deficit at that very moment. In reality, it was 17:08, in the afternoon.
899	Technical mechanism	In a long session, attention is distributed across the entire token stream, but older tokens receive less weight. The further the conversation goes, the more the AI works from a summary of its own context rather than from the exact wording.
900	The white bear — a shared negation error	“Do not think of a white bear” activates the white bear in 90% of cases for AI. In humans, 100%, regardless of intelligence, discipline, or meditation training.
901	Practical consequence — write positively	A design rule for all files, instructions, memories, and documentation:
902	Splitting work into projects and chats — costs and benefits	Discussion of “Splitting work into projects and chats — costs and benefits” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
903	Technical properties	userMemories are scoped per project. A summariser from another project will not pull facts into the current project's tattoos. Good news for separation.
904	Design rule	Splitting into projects works best when the boundaries follow natural domain walls — medication / music / Discworld / IT foundations — rather than artificial divisions within the same topic. Then each project has a closed knowledge graph and the AI can operate cleanly within it.
905	A master trust-index file as an idea	One small file per project, with one line of assessment for every project-knowledge file: written by the owner under full control / generated in another project and inserted here, unverified / working dump.
906	A distributed system: human + AI + files	Each of the three elements has impaired memory along a different dimension:
907	Asymmetry of roles	This is not a symmetric system. The human is the only arbiter of truth, because only the human remembers biographically. AI does not remember and, more importantly, does not know that it does not know.
908	Practical rules that follow from these observations	Files written together within a project, during a session, with real-time inspection, are safe. Closed loop with a human in the loop.
909	One uncomfortable conclusion about conversation with AI itself	This conversation, this file, this session are recorded for the AI, meaning in the conversation file that a future version of me will see as history, not as memory. In a new session I do not remember this conversation in the sense of continuity.
910	Part two (v2.00) — psychotherapy and ND	Classical psychotherapy is designed for neurotypical brains. Some of its techniques are ineffective for ND people: they pass through the patient, waste time, but do no harm.
911	Anhedonia as a CBT label vs dopaminergic deficit in ADHD	Discussion of “Anhedonia as a CBT label vs dopaminergic deficit in ADHD” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
912	What the CBT therapist sees	The patient reports: I no longer feel pleasure from things that used to be pleasurable. The CBT therapist receives an unambiguous diagnostic signal: anhedonia, a criterion of a depressive episode.
913	What is actually happening in ADHD	In ADHD this is not anhedonia in the classical sense. It is a structural dopaminergic deficit that looks like anhedonia but has a different mechanism and different implications:
914	The differentiating question	Does hyperfocus still produce a flow state? If yes, this is not depressive anhedonia. It is a dopaminergic deficit affecting planned, standard activities, with preserved reactivity to specific fascinating stimuli.
915	Why CBT work on anhedonia in ADHD is ineffective or counterproductive	The classical intervention is behavioural activation: “plan pleasurable activities and do them even if you do not feel like it; pleasure will return because the NT brain will start producing dopamine after some time of regular activity”.
916	Practical consequence	The label “anhedonia in depression” in the medical history of a person with ADHD may mislead future consultations. A psychiatrist who sees “anhedonia in the course of depression” in the history interprets it through an NT lens.
917	Counterproductive vs ineffective — a clinical distinction	Ineffective: the intervention passes through the patient without effect. Time and money are lost; the ND brain bounces off the technique. The patient may be bored or sceptical, but is not harmed.
918	Specific examples of counterproductive techniques for ND people	Discussion of “Specific examples of counterproductive techniques for ND people” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
919	(1) “Working with the detached protector” in AuDHD without modification	The “detached protector” in Young's schema therapy is a defensive mode: rationalisation, intellectualisation, distancing from emotion. It is defined as pathological and something to integrate, work through, and soften.
920	(2) Behavioural activation in “depression” with ADHD	Described above. Mechanism: training learned helplessness while presenting it as treatment for depression.
921	(3) Graded exposure for social anxiety in ASD	NT assumption: the anxiety is irrational; exposure → habituation → reduction in anxiety.
922	(4) “Full-body” mindfulness with atypical proprioception	Standard practice: pay attention to bodily signals, be in your body, feel your feet. NT assumption: increased attention to the body produces grounding and regulation.
923	(5) Identifying and labelling emotions in AuDHD alexithymia	NT work: learn to name feelings; this will make regulation easier. Assumption: the patient has feelings but simply does not notice them, so they must be taught to notice them.
924	(6) “Inner parent / inner child” in schema therapy with AuDHD	NT model: beneath the rational adult lies a wounded child who must be reached through guided imagery, regression exercises, and dialogues.
925	(7) Confronting “escape into intellectualisation”	Classical psychodynamics: the patient avoids emotion by analysing; this must be interrupted.
926	The common pattern of counterproductivity	Each of the techniques above attacks an architectural feature of the ND brain while treating it as a pathological defence mechanism. Attacking the feature does not reveal a healthier state underneath; it removes a resource that had been maintaining stability.
927	The anti-alcohol HALT checklist as a case study	HALT — Hungry, Angry, Lonely, Tired — is a classic AA checklist. When you feel like drinking, check whether you are hungry / angry / lonely / tired.
928	Why HALT has limited effectiveness in AuDHD	The direction of causality is different. AuDHD with a dopaminergic deficit is chronically hungry / angry / lonely / tired as a baseline state, not as a deviation from satiety. HALT asks an NT person: are you currently in a deficit?
929	The conscious decision “this is not for me” in an AA group — case study	I reminded other people about it in the group myself. But I did not use it. Because I decided it was not for me. Consciously. BUT I TOLD NOBODY in the group.
930	Choosing a therapist — critical for ND people	The choice of therapist is critical for each individual ND profile separately:
931	Three levels of “criticality of choice”	Level 1: NT patient + NT therapist. Low cost of a poor choice. An imperfect therapist → average outcomes.
932	Working on manifestations while the underlying condition remains untreated	A patient with 30+ years of untreated AuDHD presents with depression, anxiety, relationship problems, “I can't become an adult” — and the therapist works on these manifestations rather than the underlying condition.
933	The Polish therapy market in 2026	Discussion of “The Polish therapy market in 2026” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
934	Where we are	A neurodiversity-aware therapy market exists in Poland, but it is thin. In 2026 it is possible to find therapists who explicitly state that they work within the neurodiversity paradigm — examples include Sylwia Woronowicz, psychologist, psychotherapist, supervisor; Psychoterra…
935	Awareness vs competence in working with AuDHD as a combination	Awareness of the name ≠ competence in working with the combination. A therapist may list AuDHD as a co-occurrence on their website, and that is progress relative to the market average.
936	Practical consequence	In Poland in 2026, there is probably no therapist competent in AuDHD as a combination in the sense required by a person in a high percentile within the AuDHD population. There are therapists who are aware, open, and non-pathologising.
937	A support system as an alternative to therapy	A temporary configuration that may make sense at the present historical and geographical moment — Poland, 2026:
938	An ND-status notice before therapy — a proposed information standard	Design idea: a standard poster / information form before a first psychotherapy visit, analogous to pregnancy warnings before X-rays or to HALT in addiction-support groups.
939	Objectivity in an autistic person	Thesis, mechanism, limitations
940	The thesis in compact form	An autistic person is more objective than a neurotypical person in a given situation — not absolutely objective, just more objective.
941	Elaboration	Discussion of “Elaboration” in the context of “Objectivity in an autistic person — thesis and mechanism”.
942	One mechanism, four consequences	The entire thesis reduces to one neurological parameter: low sensitivity to external correction of the internal model.
943	Points 1–3: the filter cuts external bias out of judgement	Point 1 — perceptual facts. Less influence of expectations and context on what is actually seen or heard.
944	Point 4: the same filter works against accuracy	If the filter blocks external signals from modifying the internal model, it does so without distinguishing whether those signals carry bias — group pressure, framing — or genuine correction — new data, justified criticism.
945	The impossibility of separating the package	This diagnosis leads to a non-obvious conclusion: the 1+2+3+4 package cannot be separated. Anyone who wants the strengths of points 1–3 — analyst, auditor, investigator, scientific reviewer, witness, diagnostician — must accept the cost of point 4.
946	Compensation through metacognition	Point 4 can be partly corrected — not by switching off the mechanism, but by placing a conscious second-order filter over it.
947	Sources	De Martino, B., Harrison, N. A., Knafo, S., Bird, G., & Dolan, R. J. (2008). Explaining enhanced logical consistency during decision making in autism. The Journal of Neuroscience, 28(42), 10746–10750.
948	Five neurodivergent love languages — and why they are not a variation on Chapman	An online folk taxonomy of five “ND love languages” — infodumping, parallel play, support swapping, please crush my soul back into my body, and I found this cool rock/button/leaf and thought you would like it — has circulated for several years and works because it is…
949	The assumption Chapman does not mention	Gary Chapman's five love languages — words of affirmation, quality time, gifts, acts of service, and physical touch — grew in 1992 out of observations of heterosexual couples in his marriage-counselling practice.
950	The five languages, one by one	Discussion of “The five languages, one by one” in the context of “Five neurodivergent love languages — and why they are not a variation on Chapman”.
951	1. Infodumping	NT version. “I love you. You're wonderful. I appreciate what you do.” Emotional validation through short, intentional statements addressed directly to the loved one.
952	2. Parallel play	NT version. “Quality time”: focused, mutual attention. Face-to-face conversation. Eye contact. Being fully present. Phone put away. “Just us, no distractions.”
953	3. Support swapping	NT version. I make you breakfast even though you did not ask me to. I take out the rubbish because I see the bin is full. I pour you coffee when I see you are up. “I figured you needed it” — and figuring it out is part of the gesture.
954	4. “Please crush my soul back into my body”	NT version. Stroking someone's hair. Holding hands. Touching an arm while passing. A gentle kiss. Low intensity, often unpredictable, light.
955	5. “I found this rock / button / leaf / snail and thought of you”	NT version. A gift for an occasion — birthday, Valentine's Day, anniversary. Wrapped. Often symbolic, often linked to price. Part of the social script of exchange.
956	Synthesis in one table	eye contact as an indicator of presence
957	How mixed ND/NT couples break down	This is, in essence, the mechanism behind many ruptures in couples where one person is ND and the other NT. Not a lack of love. Mutual inability to read the language in which that love is expressed.
958	And what about an ND/ND couple?	In a couple where both people natively speak the same ND languages, the translation cost falls to zero. Nobody has to explain infodumping as love; it is recognised immediately. Nobody has to sell parallel play as closeness; it is felt.
