section_id	document_id	collection	document_code	section_order	title_pl	title_en	description_pl	description_en
99	2	rosja	A2	75	Moskwa tonie co lato — trzy wektory jednej kałuży (korupcja, wojna, klimat)	Moscow Floods Every Summer — Three Vectors of One Puddle (Corruption, War, Climate)	Powodzie Moskwy jako wspólny skutek korupcji, wojennej presji i klimatu.	Moscow's floods as a combined effect of corruption, wartime pressure and climate.
100	2	rosja	A2	76	Asymetria opcjonalności (wartość opcji wyboru)	Asymmetry of Optionality (the Value of Having Choices)	Ukraina zachowuje więcej możliwych ruchów; Rosja stopniowo zużywa własne opcje.	Ukraine retains more possible moves; Russia is gradually consuming its own options.
101	2	rosja	A2	77	Cena rezerwy strategicznej UA (szacunek przybliżony):	The Cost of Ukraine's Strategic Reserve (Approximate Estimate):	Przybliżony koszt utrzymywania ukraińskiej rezerwy strategicznej i swobody wyboru.	An approximate cost of maintaining Ukraine's strategic reserve and freedom of choice.
102	2	rosja	A2	78	Rosja świadomie wydała opcjonalność:	Russia Deliberately Spent Its Optionality:	Rosja zużywa zasoby i swobodę działania na podtrzymywanie bieżącej presji.	Russia consumes resources and freedom of action to sustain current pressure.
103	2	rosja	A2	79	Wniosek systemowy	System-Level Conclusion	Przewaga Ukrainy wynika z rosnącej opcjonalności przy kurczących się wyborach Rosji.	Ukraine's advantage stems from growing optionality as Russia's choices contract.
104	2	rosja	A2	80	IX. Atak na Kijów jako odpowiedź — czytanie timingu	IX. The Attack on Kyiv as a Response — Reading the Timing	Timing i Oreshnik jako klucze do odczytania rosyjskiej odpowiedzi na kampanię.	Timing and Oreshnik as keys to reading Russia's response to the campaign.
105	2	rosja	A2	81	Uderzenie w cywilów jest stałą — zmienną jest moment	Strikes on Civilians Are Constant — the Variable Is the Moment	Rosyjskie ataki na cywilów są stałe; informację niesie wybrany moment riposty.	Russian attacks on civilians are constant; the chosen timing of retaliation carries the information.
106	2	rosja	A2	82	Oreshnik — sygnał klasy, nie sygnał rutyny	Oreshnik — a Signal of Class, Not Routine	Rzadkie użycie Oreshnika jako sygnał rangi odpowiedzi, nie skuteczności rażenia.	Rare use of Oreshnik as a signal of the response's rank, not of its destructive effectiveness.
107	2	rosja	A2	83	Nie mogła czy nie chciała — pytania otwarte	Could Not or Chose Not To — Open Questions	Opóźniona odpowiedź: brak zasobów albo przesunięty próg reakcji Rosji.	A delayed response: shortage of resources or a shifted Russian reaction threshold.
108	2	rosja	A2	84	Cztery tryby intencji — asymetria czytania obu stron	Four Modes of Intent — Asymmetry in Reading Both Sides	Cztery modele relacji między intencją, działaniem i zniekształceniem informacji.	Four models of the relationship between intent, action and information distortion.
109	2	rosja	A2	85	Co Oreshnik komunikuje — dodatek do pakietu czy osobne zdanie?	What Oreshnik Communicates — an Addition to the Package or a Separate Sentence?	Oreshnik jako osobny komunikat wewnątrz większego pakietu rakietowego.	Oreshnik as a distinct message within a larger missile package.
110	2	rosja	A2	86	Przeszłość czy przyszłość — riposta czy uprzedzenie	Past or Future — Retaliation or Pre-emption	Czy pocisk jest ripostą za przeszłość, czy ostrzeżeniem wobec przyszłości.	Whether the missile is retaliation for the past or a warning about the future.
111	2	rosja	A2	87	Adresat — wobec kogo nadany	The Addressee — Who Was It Sent To?	Porównanie możliwych odbiorców; Europa jako hipoteza wiodąca.	Comparison of possible audiences; Europe as the leading hypothesis.
112	2	rosja	A2	88	Noga techniczna — dlaczego Oreshnik zagraża właśnie Europie	The Technical Leg — Why Oreshnik Threatens Europe in Particular	Techniczna luka europejskiej obrony przed szybkim pociskiem z wieloma efektorami.	A technical gap in European defence against a fast missile with multiple effectors.
113	2	rosja	A2	89	Oreshnik jako szczebel eskalacji	Oreshnik as a Rung on the Escalation Ladder	Oreshnik jako pośredni szczebel między przemocą konwencjonalną a progiem nuklearnym.	Oreshnik as an intermediate rung between conventional violence and the nuclear threshold.
114	2	rosja	A2	90	Dwa pociski — trzy odczyty jednej liczby	Two Missiles — Three Readings of One Number	Liczba dwóch pocisków rozpisana na trzy konkurencyjne interpretacje.	The number two unpacked into three competing interpretations.
115	2	rosja	A2	91	X. Rejestr predykcji — kalibracja w czasie rzeczywistym	X. Prediction Register — Real-Time Calibration	Bieżące rozliczanie prognoz taktycznych, strukturalnych i doktrynalnych.	Ongoing accounting for tactical, structural and doctrinal forecasts.
116	2	rosja	A2	92	Predykcje taktyczne krótkoterminowe	Short-Term Tactical Predictions	Krótkoterminowe, falsyfikowalne prognozy konkretnych zdarzeń i ich bieżące rozliczenie.	Short-term, falsifiable forecasts of specific events and their ongoing evaluation.
117	2	rosja	A2	93	Predykcje strukturalne	Structural Predictions	Prognozy zmian stanu systemu, nie pojedynczych trafień.	Forecasts of changes in system state rather than individual hits.
118	2	rosja	A2	94	Prognozy zewnętrzne — kalibracja przez niezależne zegary	External Predictions — Calibration Against Independent Clocks	Niezależne zegary zewnętrzne do kalibracji tezy o jesieni 2026.	Independent external clocks used to calibrate the autumn 2026 thesis.
119	2	rosja	A2	95	Predykcja operacyjna — kampania podstacji wysokiego napięcia (lipiec–wrzesień 2026)	Operational Prediction — High-Voltage Substation Campaign (July–September 2026)	Hipoteza systematycznej kampanii na podstacje UES w lipcu–wrześniu 2026.	A hypothesis of a systematic campaign against UES substations in July–September 2026.
120	2	rosja	A2	96	Dlaczego podstacje, nie elektrownie	Why Substations, Not Power Plants	Podstacje jako słabiej bronione i trudniejsze do odtworzenia cele sieciowe.	Substations as less heavily defended network targets that are harder to replace.
121	2	rosja	A2	97	Tempo — jedna co dwa tygodnie jako optymalna kadencja	Tempo — One Every Two Weeks as the Optimal Cadence	Dwutygodniowe tempo: adaptacja bez regeneracji i kontrola ryzyka kaskady.	A fortnightly tempo: adaptation without regeneration and control of cascade risk.
122	2	rosja	A2	98	Maskowanie w gąszczu kampanii	Camouflage in the Thicket of the Campaign	Podstacje ukrywane w pakietach innych celów i informacyjnym szumie kampanii.	Substation strikes hidden within packages of other targets and the campaign's information noise.
123	2	rosja	A2	99	Niemożliwość skonstruowania momentu eskalacji	The Impossibility of Constructing a Single Escalation Moment	Salami slicing uniemożliwia wskazanie pojedynczego wiarygodnego progu eskalacji.	Salami slicing prevents the identification of one credible escalation threshold.
124	2	rosja	A2	100	Projekcja stanu UES na 18 września 2026 — operacyjne rozliczenie P6	Projected State of the UES on 18 September 2026 — Operational Accounting for P6	Nominalna projekcja skumulowanego deficytu UES po sześciu cyklach kampanii.	A nominal projection of cumulative UES shortfall after six campaign cycles.
125	2	rosja	A2	101	Doktryna w dziesięciu punktach — manifest P6	The Doctrine in Ten Points — the P6 Manifesto	Dziesięciopunktowy, falsyfikowalny manifest operacyjny predykcji P6.	A ten-point, falsifiable operational manifesto for prediction P6.
126	2	rosja	A2	102	XI. Kolumbryna kontra rzeczywistość — audyt prognozy po dwóch miesiącach	XI. Kolumbryna vs Reality — Audit of the Forecast After Two Months	Konfrontacja marcowych hipotez Kolumbryny z danymi z maja i czerwca.	A confrontation between Kolumbryna's March hypotheses and data from May and June.
127	2	rosja	A2	103	Bestiariusz po dwóch miesiącach — 24 nosorożce	The Bestiary After Two Months — 24 Rhinos	Status 24 nosorożców po dwóch miesiącach: co przyspieszyło, potwierdziło się lub czeka.	Status of the 24 rhinos after two months: what accelerated, was confirmed or remains pending.
128	2	rosja	A2	104	Pozostałe kategorie bestiariusza — słoń, flamingi, łabędzie, tygrysy	The Remaining Bestiary Categories — Elephant, Flamingos, Swans, Tigers	Rewizja słonia, flamingów, łabędzi i tygrysów poza główną listą nosorożców.	A revision of the elephant, flamingos, swans and tigers outside the main rhino list.
129	2	rosja	A2	105	Gdzie maj przeskoczył kategorię	Where May Jumped a Category	Miejsca, gdzie maj przesunął proces z prognozy do nowej jakościowej kategorii.	Places where May moved a process from forecast into a new qualitative category.
130	2	rosja	A2	106	Zbieżność zegarów — rewizja prognozy	Convergence of the Clocks — Forecast Revision	Niezależne wskaźniki czasowe zbiegające się wokół końca 2026.	Independent timing indicators converging around the end of 2026.
131	2	rosja	A2	107	Patrymonialny grid lock — dlaczego rozkład nie wytwarza natychmiastowego upadku	Patrimonial Gridlock — Why Decay Does Not Produce Immediate Collapse	Sieci klientelistyczne tłumaczą stabilność reżimu mimo narastającego rozkładu.	Clientelist networks explain regime stability despite mounting decay.
132	2	rosja	A2	108	Wniosek audytu	Audit Conclusion	Kierunek Kolumbryny utrzymany, tempo szybsze; systemowego „suddenly” jeszcze nie ma.	Kolumbryna's direction holds and the tempo is faster; the system-level “suddenly” has not arrived yet.
133	2	rosja	A2	109	Detekcja absencji jako metoda OSINT — metareflexja o własnej metodzie	Absence Detection as an OSINT Method — a Meta-Reflection on the Method Itself	Znikanie danych i metryk jako samodzielny sygnał OSINT.	The disappearance of data and metrics as an independent OSINT signal.
134	2	rosja	A2	110	Profil neurokognitywny AuDHD i Mottronowskie enhanced perceptual functioning	The AuDHD Neurocognitive Profile and Mottron's Enhanced Perceptual Functioning	Hipoteza związku profilu poznawczego z wyłapywaniem brakujących elementów wzorca.	A hypothesis linking cognitive profile to the ability to detect missing elements in a pattern.
135	2	rosja	A2	111	Świadome powtarzanie nieodwracalnego błędu — wzorzec instytucjonalny	Deliberately Repeating an Irreversible Error — an Institutional Pattern	Instytucje powtarzają kosztowne błędy mimo jawnej wiedzy o ich skutkach.	Institutions repeat costly mistakes despite explicit knowledge of their consequences.
136	2	rosja	A2	112	XII. Stacje benzynowe i rynek paliw — siedem nakładających się braków	XII. Petrol Stations and the Fuel Market — Seven Overlapping Shortages	Siedem równoległych awarii od przerobu po detal tworzy strukturalny deficyt paliw.	Seven parallel failures, from refining to retail, create a structural fuel deficit.
137	2	rosja	A2	113	Chronologia — od sierpnia 2025 do kuponów	Chronology — from August 2025 to Coupons	Od pierwszych zakłóceń 2025 do reglamentacji paliwa w 2026.	From the first disruptions in 2025 to fuel rationing in 2026.
138	2	rosja	A2	114	Ogniwo 1 — przerób: rafinerie wyłączone	Link 1 — Refining: Refineries Offline	Spadek przerobu przez seryjne wyłączenia i niszczenie rafinerii.	Refining throughput falls as refineries are repeatedly shut down and destroyed.
139	2	rosja	A2	115	Ogniwo 2 — substytucja: import z Białorusi jako plaster	Link 2 — Substitution: Imports from Belarus as a Band-Aid	Białoruski import łagodzi braki, lecz nie zastępuje utraconych mocy rosyjskich.	Belarusian imports soften shortages but cannot replace lost Russian capacity.
140	2	rosja	A2	116	Ogniwo 3 — przesył: rurociągi pod kontrolą ogniową	Link 3 — Transmission: Pipelines Under Fire Control	Przesył paliw ograniczany uderzeniami w pompownie i rurociągi.	Fuel transmission constrained by strikes on pumping stations and pipelines.
141	2	rosja	A2	117	Ogniwo 4 — kolej: rozkład systemowy plus partyzanci	Link 4 — Rail: Systemic Decay Plus Partisans	Kolej przeciążona degradacją własną, wojną i dywersją.	Railways are overloaded by their own degradation, the war and sabotage.
142	2	rosja	A2	118	Ogniwo 5 — drogi: cysterny drogowe za małe	Link 5 — Roads: Road Tankers Are Too Small	Transport cysternami nie ma skali potrzebnej do zastąpienia kolei i rurociągów.	Road tanker transport lacks the scale required to replace railways and pipelines.
143	2	rosja	A2	119	Ogniwo 6 — magazyny: zbiorniki płoną	Link 6 — Storage: Tanks Are Burning	Uderzenia w zbiorniki usuwają zapasy i buforowanie systemu paliwowego.	Strikes on storage tanks remove reserves and buffering capacity from the fuel system.
144	2	rosja	A2	120	Ogniwo 7 — sprzedaż detaliczna: kupony, kolejki, autodemaskacja	Link 7 — Retail: Coupons, Queues, Self-Exposure	Kupony, kolejki i limity jako konsumencki finał kaskady paliwowej.	Coupons, queues and limits as the consumer-facing endpoint of the fuel cascade.
145	2	rosja	A2	121	XIII. Matka natura nie odpuszcza Rosji — zmiany klimatu jako koherentny wektor presji	XIII. Mother Nature Is Not Letting Russia Off — Climate Change as a Coherent Pressure Vector	Klimat jako niezależny, narastający wektor presji na rosyjską infrastrukturę i finanse.	Climate as an independent and growing vector of pressure on Russian infrastructure and public finances.
146	2	rosja	A2	122	Asymetria klimatyczna — dlaczego Rosja, nie Ukraina i nie Europa	Climate Asymmetry — Why Russia, Not Ukraine or Europe	Rosyjska geografia i infrastruktura czynią koszt zmian klimatu szczególnie asymetrycznym.	Russia's geography and infrastructure make the cost of climate change especially asymmetric.
147	2	rosja	A2	123	Wieczysta zmarzlina — 7 bln rubli wpisanych w bilans 2050	Permafrost — 7 Trillion Rubles Already Written into the 2050 Balance Sheet	Topnienie zmarzliny jako wielobilionowy koszt dla infrastruktury i surowców.	Permafrost thaw as a multi-trillion-ruble cost for infrastructure and resource extraction.
